date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:09:06	279547/279547	---M-Z	200	added ('OK')	text/css	etag:%22443fb-62894c40caa1e-gzip%22	https://mamiguide.com/wp-content/plugins/tutor/assets/css/tutor.min.css?ver=3.0.2	D:/baby1/baby/mamiguide.com/wp-content/plugins/tutor/assets/css/tutor.min5b75.css	(from https://mamiguide.com/award/)
23:09:06	138375/138375	---M-Z	200	added ('OK')	text/css	etag:%2221c87-62894c40c9a7e-gzip%22	https://mamiguide.com/wp-content/plugins/tutor/assets/css/tutor-front.min.css?ver=3.0.2	D:/baby1/baby/mamiguide.com/wp-content/plugins/tutor/assets/css/tutor-front.min5b75.css	(from https://mamiguide.com/award/)
23:09:07	1937/1937	---M-Z	200	added ('OK')	text/css	etag:%22791-62894c458e71e-gzip%22	https://mamiguide.com/wp-content/plugins/url-shortify-premium/lite/dist/styles/url-shortify.css?ver=1.10.5	D:/baby1/baby/mamiguide.com/wp-content/plugins/url-shortify-premium/lite/dist/styles/url-shortify95a1.css	(from https://mamiguide.com/award/)
23:09:08	1621/1621	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202024%2015:09:07%20GMT	http://fonts.googleapis.com/	D:/baby1/baby/fonts.googleapis.com/index.html	(from https://mamiguide.com/award/)
23:09:08	765/765	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a3972d070752e03eddb8c85fa2578cd4-gzip%22	https://mamiguide.com/comments/feed/	D:/baby1/baby/mamiguide.com/comments/feed/index.html	(from https://mamiguide.com/award/)
23:09:08	1995/1995	---M-Z	200	added ('OK')	text/css	etag:%227cb-5ebe01cec4080-gzip%22	https://mamiguide.com/wp-content/plugins/easy-woocommerce-discounts-pro/public/css/wccs-public.min.css?ver=6.7.1	D:/baby1/baby/mamiguide.com/wp-content/plugins/easy-woocommerce-discounts-pro/public/css/wccs-public.min9704.css	(from https://mamiguide.com/award/)
23:09:08	36393/36393	---M-Z	200	added ('OK')	text/css	etag:%228e29-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/css/bootstrap-grid.css?ver=6.7.1	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/css/bootstrap-grid9704.css	(from https://mamiguide.com/award/)
23:09:09	77408/77408	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a3972d070752e03eddb8c85fa2578cd4-gzip%22	https://mamiguide.com/feed/	D:/baby1/baby/mamiguide.com/feed/index.html	(from https://mamiguide.com/award/)
23:09:09	73588/73588	---M-Z	200	added ('OK')	text/css	etag:%2211f74-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/css/all.css?ver=6.7.1	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/css/all9704.css	(from https://mamiguide.com/award/)
23:09:09	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/css/v4-shims.min.css?ver=6.7.1	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/css/v4-shims.min9704.css	(from https://mamiguide.com/award/)
23:09:09	9568/9568	---M-Z	200	added ('OK')	text/css	etag:%222560-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/css/simple-line-icons.css?ver=6.7.1	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/css/simple-line-icons9704.css	(from https://mamiguide.com/award/)
23:09:09	49419/49419	---M-Z	200	added ('OK')	text/css	etag:%22c10b-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/css/woocommerce.min.css?ver=6.7.1	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/css/woocommerce.min9704.css	(from https://mamiguide.com/award/)
23:09:09	665159/665159	---MCZ	200	added ('OK')	text/css	etag:%22a2647-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/style.css?ver=6.7.1	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/style9704.css	(from https://mamiguide.com/award/)
23:09:10	435/435	---M-Z	200	added ('OK')	text/css	etag:%221b3-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo-child/style.css?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo-child/style77ae.css	(from https://mamiguide.com/award/)
23:09:11	990/990	---MC-	200	added ('OK')	text/css	date:Sun,%2015%20Dec%202024%2015:09:10%20GMT	http://fonts.googleapis.com/css?family=Raleway:300,400,500,600,700	D:/baby1/baby/fonts.googleapis.com/css1087.css	(from https://mamiguide.com/award/)
23:09:11	735/735	---MC-	200	added ('OK')	text/css	date:Sun,%2015%20Dec%202024%2015:09:11%20GMT	http://fonts.googleapis.com/css?family=Open+Sans:500,600,700	D:/baby1/baby/fonts.googleapis.com/css2e54.css	(from https://mamiguide.com/award/)
23:09:11	60575/60575	---M-Z	200	added ('OK')	text/css	etag:%22ec9f-62894c31295fd-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.25.10	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/css/frontend.min18be.css	(from https://mamiguide.com/award/)
23:09:12	254/254	---M-Z	200	added ('OK')	text/css	etag:%22fe-62894c312b53d-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.25.10	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/css/widget-image.min18be.css	(from https://mamiguide.com/award/)
23:09:12	26793/26793	---M-Z	200	added ('OK')	text/css	etag:%2268a9-6290105b27a7d-gzip%22	https://mamiguide.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.25.5	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min3e3b.css	(from https://mamiguide.com/award/)
23:09:12	704/704	---M-Z	200	added ('OK')	text/css	etag:%222c0-62894c312b53d-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.25.10	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min18be.css	(from https://mamiguide.com/award/)
23:09:12	4875/4875	---M-Z	200	added ('OK')	text/css	etag:%22130b-62894c312b53d-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.25.10	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min18be.css	(from https://mamiguide.com/award/)
23:09:15	7068/7068	---M-Z	200	added ('OK')	text/css	etag:%221b9c-62894c312865d-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.25.10	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min18be.css	(from https://mamiguide.com/award/)
23:09:15	9929/9929	---M-Z	200	added ('OK')	text/css	etag:%2226c9-62894c312b53d-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.25.10	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min18be.css	(from https://mamiguide.com/award/)
23:09:15	14424/14424	---M-Z	200	added ('OK')	text/css	etag:%223858-6290105b27a7d-gzip%22	https://mamiguide.com/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css?ver=3.25.5	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor-pro/assets/css/widget-posts.min3e3b.css	(from https://mamiguide.com/award/)
23:09:15	20021/20021	---M-Z	200	added ('OK')	text/css	etag:%224e35-62894c31516a8-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.32.0	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min444a.css	(from https://mamiguide.com/award/)
23:09:15	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-62894c315e1cc-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://mamiguide.com/award/)
23:09:16	10260/10260	---M-Z	200	added ('OK')	text/css	etag:%222814-62894c312865d-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.10	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min18be.css	(from https://mamiguide.com/award/)
23:09:16	2022/2022	---M-Z	200	added ('OK')	text/css	etag:%227e6-62901062f5d7d-gzip%22	https://mamiguide.com/wp-content/uploads/elementor/css/post-1356.css?ver=1733934235	D:/baby1/baby/mamiguide.com/wp-content/uploads/elementor/css/post-135691e8.css	(from https://mamiguide.com/award/)
23:09:16	995/995	---M-Z	200	added ('OK')	text/css	etag:%223e3-6290105b28a1d-gzip%22	https://mamiguide.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.25.5	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min3e3b.css	(from https://mamiguide.com/award/)
23:09:16	77/77	---M-Z	200	added ('OK')	text/css	etag:%224d-62894c3150708-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.25.10	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min18be.css	(from https://mamiguide.com/award/)
23:09:17	130/130	---M-Z	200	added ('OK')	text/css	etag:%2282-62894c3150708-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.25.10	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min18be.css	(from https://mamiguide.com/award/)
23:09:17	2790/2790	---M-Z	200	added ('OK')	text/css	etag:%22ae6-62902a5ec4d71-gzip%22	https://mamiguide.com/wp-content/uploads/elementor/css/post-33336.css?ver=1733941210	D:/baby1/baby/mamiguide.com/wp-content/uploads/elementor/css/post-333363499.css	(from https://mamiguide.com/award/)
23:09:17	9135/9135	---M-Z	200	added ('OK')	text/css	etag:%2223af-6290216b0fd00-gzip%22	https://mamiguide.com/wp-content/uploads/elementor/css/post-4341.css?ver=1733938807	D:/baby1/baby/mamiguide.com/wp-content/uploads/elementor/css/post-434103ee.css	(from https://mamiguide.com/award/)
23:09:17	7472/7472	---M-Z	200	added ('OK')	text/css	etag:%221d30-6290106375c82-gzip%22	https://mamiguide.com/wp-content/uploads/elementor/css/post-19043.css?ver=1733934236	D:/baby1/baby/mamiguide.com/wp-content/uploads/elementor/css/post-1904385d0.css	(from https://mamiguide.com/award/)
23:09:18	1750/1750	---M-Z	200	added ('OK')	text/css	etag:%226d6-62894c3e2ab5d-gzip%22	https://mamiguide.com/wp-content/plugins/simple-tags/assets/frontend/css/frontend.css?ver=3.28.1	D:/baby1/baby/mamiguide.com/wp-content/plugins/simple-tags/assets/frontend/css/frontend1b64.css	(from https://mamiguide.com/award/)
23:09:18	4193/4193	---M-Z	200	added ('OK')	text/css	etag:%221061-618d7dd309b8b-gzip%22	https://mamiguide.com/wp-content/plugins/easy-notification-bar/assets/css/front.css?ver=1.6	D:/baby1/baby/mamiguide.com/wp-content/plugins/easy-notification-bar/assets/css/frontf24c.css	(from https://mamiguide.com/award/)
23:09:18	4468/4468	---MC-	200	added ('OK')	text/css	date:Sun,%2015%20Dec%202024%2015:09:18%20GMT	https://fonts.googleapis.com/css?family=Lato%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRubik%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.7.1	D:/baby1/baby/fonts.googleapis.com/css6259.css	(from https://mamiguide.com/award/)
23:09:18	58071/58071	---M-Z	200	added ('OK')	text/css	etag:%22e2d7-62894c3154589-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://mamiguide.com/award/)
23:09:19	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-62894c3154589-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://mamiguide.com/award/)
23:09:23	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-62894c3154589-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://mamiguide.com/award/)
23:09:23	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-62894c3154589-gzip%22	https://mamiguide.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://mamiguide.com/award/)
23:09:23	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-60a40e2edafee-gzip%22	https://mamiguide.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/baby1/baby/mamiguide.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://mamiguide.com/award/)
23:09:23	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-60a40e2edafee-gzip%22	https://mamiguide.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/baby1/baby/mamiguide.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://mamiguide.com/award/)
23:09:23	141053/141053	---M-Z	200	added ('OK')	application/javascript	etag:%22226fd-5ec3597290a92-gzip%22	https://mamiguide.com/wp-content/plugins/listeo-core/assets/js/leaflet.js?ver=6.7.1	D:/baby1/baby/mamiguide.com/wp-content/plugins/listeo-core/assets/js/leaflet9704.js	(from https://mamiguide.com/award/)
23:09:24	24905/24905	---M-Z	200	added ('OK')	application/javascript	etag:%226149-5ec3597290a92-gzip%22	https://mamiguide.com/wp-content/plugins/listeo-core/assets/js/leaflet-googlemutant.js?ver=1.7.20	D:/baby1/baby/mamiguide.com/wp-content/plugins/listeo-core/assets/js/leaflet-googlemutant727b.js	(from https://mamiguide.com/award/)
23:09:24	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202024%2015:09:24%20GMT	https://fonts.gstatic.com/	D:/baby1/baby/fonts.gstatic.com/index.html	(from https://mamiguide.com/award/)
23:09:24	48506/48506	---M-Z	200	added ('OK')	application/javascript	etag:%22bd7a-5ec359728faf2-gzip%22	https://mamiguide.com/wp-content/plugins/listeo-core/assets/js/control.geocoder.js?ver=1.7.20	D:/baby1/baby/mamiguide.com/wp-content/plugins/listeo-core/assets/js/control.geocoder727b.js	(from https://mamiguide.com/award/)
23:09:24	33674/33674	---M-Z	200	added ('OK')	application/javascript	etag:%22838a-5ec359728faf2-gzip%22	https://mamiguide.com/wp-content/plugins/listeo-core/assets/js/leaflet.markercluster.js?ver=1.7.20	D:/baby1/baby/mamiguide.com/wp-content/plugins/listeo-core/assets/js/leaflet.markercluster727b.js	(from https://mamiguide.com/award/)
23:09:24	18354/18354	---M-Z	200	added ('OK')	application/javascript	etag:%2247b2-5ec359728faf2-gzip%22	https://mamiguide.com/wp-content/plugins/listeo-core/assets/js/leaflet-gesture-handling.min.js?ver=1.7.20	D:/baby1/baby/mamiguide.com/wp-content/plugins/listeo-core/assets/js/leaflet-gesture-handling.min727b.js	(from https://mamiguide.com/award/)
23:09:25	41493/41493	---M-Z	200	added ('OK')	application/javascript	etag:%22a215-5ec3597290a92-gzip%22	https://mamiguide.com/wp-content/plugins/listeo-core/assets/js/listeo.leaflet.js?ver=1.7.20	D:/baby1/baby/mamiguide.com/wp-content/plugins/listeo-core/assets/js/listeo.leaflet727b.js	(from https://mamiguide.com/award/)
23:09:25	873/873	---MC-	200	added ('OK')	text/javascript	date:Sun,%2015%20Dec%202024%2015:09:25%20GMT	https://www.google.com/recaptcha/api.js?ver=6.7.1	D:/baby1/baby/www.google.com/recaptcha/api9704.js	(from https://mamiguide.com/award/)
23:09:25	14508/14508	---M-Z	200	added ('OK')	application/javascript	etag:%2238ac-5ec359728faf2-gzip%22	https://mamiguide.com/wp-content/plugins/listeo-core/assets/js/pwstrength-bootstrap.min.js?ver=1.7.20	D:/baby1/baby/mamiguide.com/wp-content/plugins/listeo-core/assets/js/pwstrength-bootstrap.min727b.js	(from https://mamiguide.com/award/)
23:09:25	72977/72977	---M-Z	200	added ('OK')	application/javascript	etag:%2211d11-5ec3597290a92-gzip%22	https://mamiguide.com/wp-content/plugins/listeo-core/assets/js/frontend.js?ver=1.7.20	D:/baby1/baby/mamiguide.com/wp-content/plugins/listeo-core/assets/js/frontend727b.js	(from https://mamiguide.com/award/)
23:09:26	41355/41355	---M-Z	200	added ('OK')	application/javascript	etag:%22a18b-5ec359728faf2-gzip%22	https://mamiguide.com/wp-content/plugins/listeo-core/assets/js/bookings.js?ver=1.7.20	D:/baby1/baby/mamiguide.com/wp-content/plugins/listeo-core/assets/js/bookings727b.js	(from https://mamiguide.com/award/)
23:09:26	9636/9636	---M-Z	200	added ('OK')	application/javascript	etag:%2225a4-62894c48e7ed5-gzip%22	https://mamiguide.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.4.3	D:/baby1/baby/mamiguide.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min6fb9.js	(from https://mamiguide.com/award/)
23:09:26	1720/1720	---M-Z	200	added ('OK')	application/javascript	etag:%226b8-62894c48e8e75-gzip%22	https://mamiguide.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.4.3	D:/baby1/baby/mamiguide.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.mine74b.js	(from https://mamiguide.com/award/)
23:09:26	3178/3178	---M-Z	200	added ('OK')	application/javascript	etag:%22c6a-62894c48e7ed5-gzip%22	https://mamiguide.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.4.3	D:/baby1/baby/mamiguide.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minceb1.js	(from https://mamiguide.com/award/)
23:09:27	6693/6693	---M-Z	200	added ('OK')	application/javascript	etag:%221a25-62894c458e71e-gzip%22	https://mamiguide.com/wp-content/plugins/url-shortify-premium/lite/dist/scripts/url-shortify.js?ver=1.10.5	D:/baby1/baby/mamiguide.com/wp-content/plugins/url-shortify-premium/lite/dist/scripts/url-shortify95a1.js	(from https://mamiguide.com/award/)
23:09:27	75479/75479	---M-Z	200	added ('OK')	application/javascript	etag:%22126d7-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/select2.min.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/select2.min77ae.js	(from https://mamiguide.com/award/)
23:09:27	15886/15886	---M-Z	200	added ('OK')	application/javascript	etag:%223e0e-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/counterup.min.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/counterup.min77ae.js	(from https://mamiguide.com/award/)
23:09:27	22538/22538	---M-Z	200	added ('OK')	application/javascript	etag:%22580a-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/datedropper.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/datedropper77ae.js	(from https://mamiguide.com/award/)
23:09:27	48148/48148	---M-Z	200	added ('OK')	application/javascript	etag:%22bc14-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/dropzone.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/dropzone77ae.js	(from https://mamiguide.com/award/)
23:09:28	21139/21139	---M-Z	200	added ('OK')	application/javascript	etag:%225293-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/magnific-popup.min.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/magnific-popup.min77ae.js	(from https://mamiguide.com/award/)
23:09:28	41953/41953	---M-Z	200	added ('OK')	application/javascript	etag:%22a3e1-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/slick.min.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/slick.min77ae.js	(from https://mamiguide.com/award/)
23:09:28	2461/2461	---M-Z	200	added ('OK')	application/javascript	etag:%2299d-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/quantityButtons.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/quantityButtons77ae.js	(from https://mamiguide.com/award/)
23:09:28	8168/8168	---M-Z	200	added ('OK')	application/javascript	etag:%221fe8-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/rangeslider.min.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/rangeslider.min77ae.js	(from https://mamiguide.com/award/)
23:09:29	7018/7018	---M-Z	200	added ('OK')	application/javascript	etag:%221b6a-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/timedropper.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/timedropper77ae.js	(from https://mamiguide.com/award/)
23:09:29	1164/1164	---M-Z	200	added ('OK')	application/javascript	etag:%2248c-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/jquery.scrollto.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/jquery.scrollto77ae.js	(from https://mamiguide.com/award/)
23:09:29	5269/5269	---M-Z	200	added ('OK')	application/javascript	etag:%221495-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/tooltips.min.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/tooltips.min77ae.js	(from https://mamiguide.com/award/)
23:09:29	16896/16896	---M-Z	200	added ('OK')	application/javascript	etag:%224200-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/waypoints.min.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/waypoints.min77ae.js	(from https://mamiguide.com/award/)
23:09:30	58811/58811	---M-Z	200	added ('OK')	application/javascript	etag:%22e5bb-62894ceff0bf9-gzip%22	https://mamiguide.com/wp-includes/js/dist/vendor/moment.min.js?ver=2.30.1	D:/baby1/baby/mamiguide.com/wp-includes/js/dist/vendor/moment.minf799.js	(from https://mamiguide.com/award/)
23:09:30	64972/64972	---M-Z	200	added ('OK')	application/javascript	etag:%22fdcc-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/daterangepicker.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/daterangepicker77ae.js	(from https://mamiguide.com/award/)
23:09:30	34157/34157	---M-Z	200	added ('OK')	application/javascript	etag:%22856d-5ebe01d665280-gzip%22	https://mamiguide.com/wp-content/themes/listeo/js/bootstrap-slider.min.js?ver=2	D:/baby1/baby/mamiguide.com/wp-content/themes/listeo/js/bootstrap-slider.min77ae.js	(from https://mamiguide.com/award/)
23:09:30	17657/17657	---M-Z	200	added ('OK')	application/javascript	etag:%2244f9-6290105b2a95e-gzip%22	https://mamiguide.com/wp-content/plugins/elementor-pro/assets/js/page-transitions.min.js?ver=3.25.5	D:/baby1/baby/mamiguide.com/wp-content/plugins/elementor-pro/assets/js/page-transitions.min3e3b.js	(from https://mamiguide.com/award/)
